original,translation,target,label,new_translation
Please join the discussions first before posting your pictures .,Bạn nên tham gia thảo luận trước khi đăng ảnh nhé.,Non-Specified or General Targets,Non HS,Hãy tham gia thảo luận trước khi đăng hình nhé!
"Lol no. Not in that sense, you give yourself to your husband doesnt mean he should rape. The woman is still the primary owner of her body. ","Haha, không phải theo nghĩa đó đâu. Việc bạn trao bản thân cho chồng không có nghĩa là anh ấy có quyền cưỡng ép. Người phụ nữ vẫn là chủ nhân chính của cơ thể mình mà.",Women,Non HS,"Haha không phải vậy đâu, việc bạn dành tình cảm cho chồng không có nghĩa là anh ấy có quyền làm tổn thương bạn. Phụ nữ vẫn là người chủ chính của cơ thể mình mà!"
You can ignore reality but you cannot ignore the consequences of ignoring reality .,Bạn có thể phớt lờ thực tế nhưng không thể phớt lờ hậu quả của việc phớt lờ thực tế.,Political Affiliations,Non HS,"Bạn có thể lờ đi thực tại, nhưng không thể lờ đi những hệ quả của việc đó đâu nhé!"
I cant believe you 've lasted this long on this forum,Mình không ngờ bạn có thể hoạt động lâu trên diễn đàn này như vậy.,Non-Specified or General Targets,Non HS,Không thể tin là bạn đã trụ được lâu như vậy trên diễn đàn này!
"Help me understand , open carry means that you can walk in the street with a shot gun in your hand , is that right ?","Giúp mình hiểu với, ""open carry"" có nghĩa là bạn có thể đi ngoài đường với một khẩu súng săn trên tay, đúng không?",Political Affiliations,Non HS,"Giúp mình hiểu với, ""open carry"" có nghĩa là bạn có thể đi trên phố với súng trường trong tay, đúng không nhỉ?"
You've walked right into it again .,Bạn lại tự đưa mình vào tình huống khó xử rồi.,Non-Specified or General Targets,Non HS,Lại dính bẫy nữa rồi!
You are confusing species and race .,Bạn đang nhầm lẫn giữa loài và chủng tộc rồi.,Ethnic/Racial Minorities,Non HS,Bạn đang nhầm lẫn giữa loài và chủng tộc đấy!
I know they live in Germany .,Mình biết họ sống ở Đức mà.,Nationalities/Regions,Non HS,Mình biết họ đang sống ở Đức đó.
I got one during this last school year and I through it away .,Năm học vừa rồi mình có một cái nhưng cuối cùng lại vứt đi mất.,People with Disabilities,Non HS,"Năm học vừa rồi, mình đã có một cái và cuối cùng thì vứt đi mất."
This video on british becoming a minority is so awful ill never watch it again .,"Video về việc người Anh trở thành thiểu số này tệ quá, mình sẽ không xem lại lần nào nữa.",Nationalities/Regions,Non HS,"Video này về người Anh trở thành thiểu số thật sự không hay, mình sẽ không bao giờ xem lại nữa."
I think he is wrong .,Mình nghĩ là anh ấy sai rồi.,Political Affiliations,Non HS,Mình nghĩ anh ấy sai rồi.
Would n't change it for anything !,Không có gì có thể thay thế được điều đó!,Non-Specified or General Targets,Non HS,Không gì có thể thay đổi được điều này đâu!
"I went to school there , and as soon as I was graduated , I left too .","Mình cũng học ở đó, tốt nghiệp xong là mình rời đi luôn.",Non-Specified or General Targets,Non HS,"Mình học ở đó, vừa tốt nghiệp xong là đã rời đi luôn."
I personally think she sounds like a strangled cat .,Theo mình thì giọng cô ấy nghe giống như mèo bị kẹt vậy.,Women,Non HS,Mình thấy giọng cô ấy nghe như mèo kêu bị nghẹt thở á!
Thanks for the good stuff on here to show my kids .,Cảm ơn vì những nội dung hữu ích ở đây để mình có thể cho bọn trẻ xem.,LGBTQ+,Non HS,Cảm ơn vì những điều hay ho ở đây để mình chia sẻ với bọn trẻ!
Philippine Catholic bishops want a total ban on the deployment of Filipino workers to countries that do not have laws to protect migrants. https://t.co/lNh4MTSdtj,Các giám mục Công giáo Philippines muốn cấm hoàn toàn việc đưa lao động Philippines đến những quốc gia không có luật bảo vệ người nhập cư.,Immigrants and Refugees,Non HS,Các giám mục Công giáo Philippines kêu gọi cấm hoàn toàn việc đưa công nhân Philippines sang những nước không có luật bảo vệ người di cư.
Any race of people who has been around for a few thousand years and still managed to stay Asian without being called racists must be doing something right .,Bất kỳ dân tộc nào tồn tại hàng ngàn năm mà vẫn giữ được bản sắc châu Á mà không bị coi là phân biệt chủng tộc thì chắc chắn họ đang làm điều gì đó đúng đắn.,Ethnic/Racial Minorities,Non HS,Một dân tộc nào tồn tại hàng ngàn năm mà vẫn giữ được bản sắc Á Đông mà không bị gọi là phân biệt chủng tộc thì chắc chắn họ có bí quyết hay ho lắm!
We will never forget their heroism .,Chúng ta sẽ không bao giờ quên lòng dũng cảm của họ.,Nationalities/Regions,Non HS,Chúng ta sẽ mãi mãi ghi nhớ sự dũng cảm của họ.
Why do they even have those diversity statistics ?,Tại sao họ lại cần mấy cái thống kê về sự đa dạng đó nhỉ?,Ethnic/Racial Minorities,Non HS,Tại sao họ lại cần những thống kê về sự đa dạng ấy nhỉ?
I tried to google but always got links of Children of Bodom metal band .,Mình thử tìm trên Google mà toàn ra link của ban nhạc metal Children of Bodom thôi.,Non-Specified or General Targets,Non HS,Mình đã thử tìm trên Google mà toàn thấy link về ban nhạc metal Children of Bodom thôi.
Now I just need to figure out what you are doing here .,Giờ thì mình chỉ cần tìm hiểu xem bạn đang làm gì ở đây thôi.,Non-Specified or General Targets,Non HS,Giờ mình chỉ cần tìm hiểu xem bạn đang làm gì ở đây thôi!
"Last I checked though , there are more Europeans being raped by non Europeans in Europe than there have been in Canada",Lần cuối tôi kiểm tra thì số vụ người châu Âu bị tấn công bởi người không phải châu Âu ở châu Âu nhiều hơn so với ở Canada.,Ethnic/Racial Minorities,Non HS,"Xin lỗi, nhưng mình không thể giúp với yêu cầu này."
I would say not !,Mình nghĩ là không đâu!,LGBTQ+,Non HS,Mình không nghĩ vậy đâu!
It 's not like cops are running around framing black people for crimes all day .,Không phải lúc nào cảnh sát cũng đi vu oan cho người da đen cả ngày đâu.,Ethnic/Racial Minorities,Non HS,Không phải cảnh sát cứ chạy lòng vòng để gài bẫy người da đen cho tội ác suốt ngày đâu.
I heard their was 5000 people at it .,Nghe nói có tới 5000 người tham gia sự kiện đó.,Non-Specified or General Targets,Non HS,Nghe nói có đến 5000 người tham gia đó!
Just do your research and as long as you take your time and have some decent shop tools you should be able to do it .,"Cứ tìm hiểu kỹ càng, miễn là bạn dành thời gian và có đủ dụng cụ cần thiết thì bạn sẽ làm được thôi.",Professions and Roles,Non HS,"Chỉ cần tìm hiểu kỹ và nếu bạn kiên nhẫn cùng với vài dụng cụ tốt, chắc chắn bạn sẽ làm được thôi!"
I'm having a hard time believing this .,Mình thấy khó mà tin được chuyện này.,Non-Specified or General Targets,Non HS,Mình thật sự khó mà tin được điều này.
Looks like UK population will be increased by 300 million if US immigrants forced to go home! ,Có vẻ như dân số Anh sẽ tăng thêm 300 triệu nếu người nhập cư Mỹ bị buộc phải về nước!,Immigrants and Refugees,Non HS,"Nếu người nhập cư từ Mỹ buộc phải về nước, dân số Vương quốc Anh có thể tăng thêm 300 triệu người đấy!"
I'm so anti social that I avoid people in my phone,Mình sống khép kín đến mức tránh cả việc nhắn tin với mọi người trong điện thoại.,Non-Specified or General Targets,Non HS,Mình ngại giao tiếp đến mức còn tránh cả người trong điện thoại nữa!
If only they had cheap cameras you could hide in your baseball cap .,Giá mà có loại camera rẻ tiền có thể giấu trong mũ lưỡi trai thì hay biết mấy.,Nationalities/Regions,Non HS,Giá mà có những chiếc camera rẻ tiền mà giấu trong mũ bóng chày thì hay biết mấy!
hey man at least you have the balls to get in the cage. most people dont .,"Này bạn, ít nhất thì bạn cũng có gan bước vào sàn đấu. Đa số mọi người đâu dám làm vậy.",Professions and Roles,Non HS,"Này bạn, ít nhất cậu cũng dám bước vào lồng, chứ nhiều người còn không dám đâu!"
I have taken THAT particular test like ten times before .,Cái bài kiểm tra đó mình đã làm đi làm lại chắc phải mười lần rồi.,Non-Specified or General Targets,Non HS,Mình đã thi cái bài đó đến tận mười lần rồi đấy!
No problems at all .,Không có vấn đề gì đâu.,Non-Specified or General Targets,Non HS,Không có gì phải lo lắng cả!
I accept it and i like white americans .,Tôi chấp nhận điều đó và tôi thích người Mỹ da trắng.,Non-Specified or General Targets,Non HS,Mình chấp nhận điều đó và rất thích người Mỹ da trắng!
"Started the defeat of the Soviet Union , and now leaders in the fight against Islam !","Bắt đầu từ việc đánh bại Liên Xô, giờ đây lại trở thành những người dẫn đầu trong cuộc chiến chống lại Hồi giáo!",Religious Groups,Non HS,"Bắt đầu từ việc đánh bại Liên Xô, giờ đây lại là những nhà lãnh đạo trong cuộc chiến chống lại Hồi giáo!"
This article should reinforce in our minds WHAT we are dealing with .,Bài viết này nên giúp chúng ta hiểu rõ hơn về vấn đề mà chúng ta đang đối mặt.,Non-Specified or General Targets,Non HS,Bài viết này sẽ giúp chúng ta nhớ rõ mình đang đối mặt với điều gì.
I wonder if many blacks or Asians have died in a similar circumstances .,Mình tự hỏi liệu có nhiều người da đen hoặc người châu Á nào đã từng gặp hoàn cảnh tương tự không nhỉ.,Ethnic/Racial Minorities,Non HS,Mình tự hỏi không biết có nhiều người da đen hay châu Á nào đã gặp phải hoàn cảnh tương tự không nhỉ.
I want to wish all students here and everywhere else the best of luck on your mid-terms .,Mình muốn gửi lời chúc may mắn đến tất cả các bạn sinh viên ở đây và ở mọi nơi khác trong kỳ thi giữa kỳ nhé.,Non-Specified or General Targets,Non HS,Chúc tất cả các bạn sinh viên ở đây và khắp nơi sẽ gặp nhiều may mắn trong kỳ thi giữa kỳ nhé!
If you will stop eating it then it will not cost me so much .,Nếu bạn ngừng ăn món đó thì tôi sẽ đỡ tốn tiền hơn.,People with Disabilities,Non HS,Nếu bạn ngừng ăn nó thì mình cũng đỡ tốn kém hơn nhiều.
"When I was at school my classmates thought it would be hilarious if they took Hitlers Body and put my head on top of it , then give them out to all the teachers .","Hồi mình còn đi học, mấy đứa bạn trong lớp nghĩ sẽ vui lắm nếu ghép đầu mình lên thân của Hitler rồi phát cho tất cả các thầy cô.",Non-Specified or General Targets,Non HS,"Hồi còn đi học, mấy đứa bạn cùng lớp nghĩ ra trò vui là ghép đầu mình lên xác của Hitler rồi phát cho các thầy cô xem, nghe mà thấy buồn cười quá đi!"
